,film_id,title,release_year,rental_duration,rental_rate,length,replacement_cost,rating,special_features,language,amount,count_payment,category_count,actor_count
631,632,NUTS TIES,2006,5,4.99,145,10.99,NC-17,"Trailers,Behind the Scenes",English             ,53.91,9,1,2.0
632,633,OCTOBER SUBMARINE,2006,6,4.99,54,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,63.89,11,1,5.0
633,634,ODDS BOOGIE,2006,6,0.99,48,14.99,NC-17,"Trailers,Commentaries,Behind the Scenes",English             ,23.85,15,1,5.0
634,635,OKLAHOMA JUMANJI,2006,7,0.99,58,15.99,PG,Behind the Scenes,English             ,5.94,6,1,9.0
635,636,OLEANDER CLUE,2006,5,0.99,161,12.99,PG,"Commentaries,Deleted Scenes",English             ,29.9,10,1,10.0
636,637,OPEN AFRICAN,2006,7,4.99,131,16.99,PG,"Trailers,Commentaries",English             ,113.79,21,1,9.0
637,638,OPERATION OPERATION,2006,7,2.99,156,23.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,87.73,27,1,3.0
638,639,OPPOSITE NECKLACE,2006,7,4.99,92,9.99,PG,Deleted Scenes,English             ,66.87,13,1,6.0
639,640,OPUS ICE,2006,5,4.99,102,21.99,R,"Commentaries,Deleted Scenes",English             ,65.89,11,1,4.0
640,641,ORANGE GRAPES,2006,4,0.99,76,21.99,PG-13,"Trailers,Commentaries",English             ,67.76,24,1,5.0
641,642,ORDER BETRAYED,2006,7,2.99,120,13.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,,0,1,7.0
642,643,ORIENT CLOSER,2006,3,2.99,118,22.99,R,"Commentaries,Deleted Scenes",English             ,80.83,17,1,4.0
643,644,OSCAR GOLD,2006,7,2.99,115,29.99,PG,Behind the Scenes,English             ,83.75,25,1,6.0
644,645,OTHERS SOUP,2006,7,2.99,118,18.99,PG,Deleted Scenes,English             ,79.77,23,1,4.0
645,646,OUTBREAK DIVINE,2006,6,0.99,169,12.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",English             ,39.77,23,1,5.0
646,647,OUTFIELD MASSACRE,2006,4,0.99,129,18.99,NC-17,"Trailers,Deleted Scenes",English             ,59.8,20,1,4.0
647,648,OUTLAW HANKY,2006,7,4.99,148,17.99,PG-13,"Trailers,Commentaries",English             ,73.86,14,1,7.0
648,649,OZ LIAISONS,2006,4,2.99,85,14.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,95.76,24,1,11.0
649,650,PACIFIC AMISTAD,2006,3,0.99,144,27.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,62.76,24,1,8.0
650,651,PACKER MADIGAN,2006,3,0.99,84,20.99,PG-13,Trailers,English             ,60.78,22,1,1.0
651,652,PAJAMA JAWBREAKER,2006,3,0.99,126,14.99,R,"Trailers,Deleted Scenes",English             ,39.86,14,1,5.0
652,653,PANIC CLUB,2006,3,4.99,102,15.99,G,"Commentaries,Deleted Scenes",English             ,51.93,7,1,3.0
653,654,PANKY SUBMARINE,2006,4,4.99,93,19.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,110.85,15,1,8.0
654,655,PANTHER REDS,2006,5,4.99,109,22.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,88.85,15,1,5.0
655,656,PAPI NECKLACE,2006,3,0.99,128,9.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,28.92,8,1,3.0
656,657,PARADISE SABRINA,2006,5,2.99,48,12.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,79.82,18,1,4.0
657,658,PARIS WEEKEND,2006,7,2.99,121,19.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,46.86,14,1,6.0
658,659,PARK CITIZEN,2006,3,4.99,109,14.99,PG-13,"Trailers,Deleted Scenes",English             ,60.92,8,1,6.0
659,660,PARTY KNOCK,2006,7,2.99,107,11.99,PG,"Trailers,Behind the Scenes",English             ,44.87,13,1,2.0
660,661,PAST SUICIDES,2006,5,4.99,157,17.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",English             ,72.87,13,1,6.0
661,662,PATHS CONTROL,2006,3,4.99,118,9.99,PG,"Trailers,Behind the Scenes",English             ,81.9,10,1,5.0
662,663,PATIENT SISTER,2006,7,0.99,99,29.99,NC-17,"Trailers,Commentaries",English             ,24.81,19,1,4.0
663,664,PATRIOT ROMAN,2006,6,2.99,65,12.99,PG,"Trailers,Deleted Scenes",English             ,55.84,16,1,4.0
664,665,PATTON INTERVIEW,2006,4,2.99,175,22.99,PG,Commentaries,English             ,102.77,23,1,9.0
665,666,PAYCHECK WAIT,2006,4,4.99,145,27.99,PG-13,"Commentaries,Deleted Scenes",English             ,101.84,16,1,3.0
666,667,PEACH INNOCENT,2006,3,2.99,160,20.99,PG-13,"Commentaries,Behind the Scenes",English             ,84.85,14,1,5.0
667,668,PEAK FOREVER,2006,7,4.99,80,25.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,105.8,20,1,5.0
668,669,PEARL DESTINY,2006,3,2.99,74,10.99,NC-17,Trailers,English             ,,0,1,4.0
669,670,PELICAN COMFORTS,2006,4,4.99,48,17.99,PG,"Commentaries,Deleted Scenes",English             ,188.74,26,1,5.0
670,671,PERDITION FARGO,2006,7,4.99,99,27.99,NC-17,"Trailers,Behind the Scenes",English             ,,0,1,5.0
671,672,PERFECT GROOVE,2006,7,2.99,82,17.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,57.83,17,1,6.0
672,673,PERSONAL LADYBUGS,2006,3,0.99,118,19.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,49.86,14,1,9.0
673,674,PET HAUNTING,2006,3,0.99,99,11.99,PG,"Trailers,Commentaries",English             ,26.92,8,1,7.0
674,675,PHANTOM GLORY,2006,6,2.99,60,17.99,NC-17,"Commentaries,Behind the Scenes",English             ,21.94,6,1,2.0
675,676,PHILADELPHIA WIFE,2006,7,4.99,137,16.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,118.78,23,1,2.0
676,677,PIANIST OUTFIELD,2006,6,0.99,136,25.99,NC-17,"Trailers,Commentaries,Deleted Scenes",English             ,38.78,21,1,5.0
677,678,PICKUP DRIVING,2006,3,2.99,77,23.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,98.84,16,1,5.0
678,679,PILOT HOOSIERS,2006,6,2.99,50,17.99,PG,"Trailers,Deleted Scenes",English             ,57.84,16,1,7.0
679,680,PINOCCHIO SIMON,2006,4,4.99,103,21.99,PG,"Commentaries,Behind the Scenes",English             ,133.8,20,1,11.0
680,681,PIRATES ROXANNE,2006,4,0.99,100,20.99,PG,"Commentaries,Deleted Scenes",English             ,51.78,21,1,1.0
681,682,PITTSBURGH HUNCHBACK,2006,4,4.99,134,17.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",English             ,88.88,12,1,5.0
682,683,PITY BOUND,2006,5,4.99,60,19.99,NC-17,Commentaries,English             ,153.74,26,1,5.0
683,684,PIZZA JUMANJI,2006,4,2.99,173,11.99,NC-17,Commentaries,English             ,28.93,7,1,5.0
684,685,PLATOON INSTINCT,2006,6,4.99,132,10.99,PG-13,"Trailers,Commentaries",English             ,45.91,9,1,5.0
685,686,PLUTO OLEANDER,2006,5,4.99,84,9.99,R,Behind the Scenes,English             ,88.84,16,1,7.0
686,687,POCUS PULP,2006,6,0.99,138,15.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,43.74,26,1,5.0
687,688,POLISH BROOKLYN,2006,6,0.99,61,12.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,24.82,18,1,10.0
688,689,POLLOCK DELIVERANCE,2006,5,2.99,137,14.99,PG,Commentaries,English             ,69.81,18,1,6.0
689,690,POND SEATTLE,2006,7,2.99,185,25.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,64.81,19,1,3.0
690,691,POSEIDON FOREVER,2006,6,4.99,159,29.99,PG-13,Commentaries,English             ,100.83,17,1,6.0
691,692,POTLUCK MIXED,2006,3,2.99,179,10.99,G,Behind the Scenes,English             ,49.89,11,1,6.0
692,693,POTTER CONNECTICUT,2006,5,2.99,115,16.99,PG,"Trailers,Commentaries",English             ,72.83,17,1,7.0
693,694,PREJUDICE OLEANDER,2006,6,4.99,98,15.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,115.8,20,1,10.0
694,695,PRESIDENT BANG,2006,6,4.99,144,12.99,PG,Behind the Scenes,English             ,40.93,7,1,5.0
695,696,PRIDE ALAMO,2006,6,0.99,114,20.99,NC-17,Deleted Scenes,English             ,18.84,16,1,4.0
696,697,PRIMARY GLASS,2006,7,0.99,53,16.99,G,"Trailers,Deleted Scenes,Behind the Scenes",English             ,36.73,27,1,7.0
697,698,PRINCESS GIANT,2006,3,2.99,71,29.99,NC-17,"Trailers,Deleted Scenes",English             ,142.74,27,1,5.0
698,699,PRIVATE DROP,2006,7,4.99,106,26.99,PG,Trailers,English             ,26.95,5,1,5.0
699,700,PRIX UNDEFEATED,2006,4,2.99,115,13.99,R,"Trailers,Deleted Scenes",English             ,42.89,11,1,7.0
700,701,PSYCHO SHRUNK,2006,5,2.99,155,11.99,PG-13,Behind the Scenes,English             ,,0,1,1.0
701,702,PULP BEVERLY,2006,4,2.99,89,12.99,G,"Trailers,Behind the Scenes",English             ,136.7,30,1,7.0
702,703,PUNK DIVORCE,2006,6,4.99,100,18.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,46.92,8,1,7.0
703,704,PURE RUNNER,2006,3,2.99,121,25.99,NC-17,"Trailers,Deleted Scenes",English             ,92.84,16,1,2.0
704,705,PURPLE MOVIE,2006,4,2.99,88,9.99,R,"Commentaries,Deleted Scenes",English             ,55.87,13,1,8.0
705,706,QUEEN LUKE,2006,5,4.99,163,22.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,136.78,22,1,6.0
706,707,QUEST MUSSOLINI,2006,5,2.99,177,29.99,R,Behind the Scenes,English             ,77.8,20,1,5.0
707,708,QUILLS BULL,2006,4,4.99,112,19.99,R,"Trailers,Behind the Scenes",English             ,100.84,16,1,4.0
708,709,RACER EGG,2006,7,2.99,147,19.99,NC-17,"Trailers,Commentaries,Deleted Scenes",English             ,57.82,18,1,6.0
709,710,RAGE GAMES,2006,4,4.99,120,18.99,R,"Trailers,Behind the Scenes",English             ,119.81,19,1,7.0
710,711,RAGING AIRPLANE,2006,4,4.99,154,18.99,R,"Commentaries,Deleted Scenes",English             ,84.87,13,1,3.0
711,712,RAIDERS ANTITRUST,2006,4,0.99,82,11.99,PG-13,Deleted Scenes,English             ,,0,1,6.0
712,713,RAINBOW SHOCK,2006,3,4.99,74,14.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,,0,1,6.0
713,714,RANDOM GO,2006,6,2.99,73,29.99,NC-17,Trailers,English             ,31.91,9,1,13.0
714,715,RANGE MOONWALKER,2006,3,4.99,147,25.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,179.73,27,1,4.0
715,716,REAP UNFAITHFUL,2006,6,2.99,136,26.99,PG-13,"Trailers,Commentaries",English             ,62.84,16,1,4.0
716,717,REAR TRADING,2006,6,0.99,97,23.99,NC-17,"Trailers,Commentaries,Deleted Scenes",English             ,32.83,17,1,8.0
717,718,REBEL AIRPORT,2006,7,0.99,73,24.99,G,"Trailers,Behind the Scenes",English             ,7.92,8,1,6.0
718,719,RECORDS ZORRO,2006,7,4.99,182,11.99,PG,Behind the Scenes,English             ,43.92,8,1,8.0
719,720,REDEMPTION COMFORTS,2006,3,2.99,179,20.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",English             ,113.8,20,1,5.0
720,721,REDS POCUS,2006,7,4.99,182,23.99,PG-13,"Trailers,Behind the Scenes",English             ,52.91,9,1,5.0
721,722,REEF SALUTE,2006,5,0.99,123,26.99,NC-17,Behind the Scenes,English             ,23.89,11,1,4.0
722,723,REIGN GENTLEMEN,2006,3,2.99,82,29.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,110.8,20,1,3.0
723,724,REMEMBER DIARY,2006,5,2.99,110,15.99,R,"Trailers,Commentaries",English             ,73.82,18,1,4.0
724,725,REQUIEM TYCOON,2006,6,4.99,167,25.99,R,"Trailers,Commentaries,Behind the Scenes",English             ,110.81,19,1,8.0
725,726,RESERVOIR ADAPTATION,2006,7,2.99,61,29.99,PG-13,Commentaries,English             ,34.9,10,1,8.0
726,727,RESURRECTION SILVERADO,2006,6,0.99,117,12.99,PG,"Trailers,Deleted Scenes",English             ,26.79,21,1,5.0
727,728,REUNION WITCHES,2006,3,0.99,63,26.99,R,Commentaries,English             ,53.8,20,1,7.0
728,729,RIDER CADDYSHACK,2006,5,2.99,177,28.99,PG,"Commentaries,Behind the Scenes",English             ,48.89,11,1,9.0
729,730,RIDGEMONT SUBMARINE,2006,3,0.99,46,28.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,130.68,32,1,5.0
730,731,RIGHT CRANES,2006,7,4.99,153,29.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,52.9,10,1,7.0
731,732,RINGS HEARTBREAKERS,2006,5,0.99,58,17.99,G,"Trailers,Commentaries,Behind the Scenes",English             ,34.85,15,1,11.0
732,733,RIVER OUTLAW,2006,4,0.99,149,29.99,PG-13,Commentaries,English             ,57.81,20,1,4.0
733,734,ROAD ROXANNE,2006,4,4.99,158,12.99,R,Behind the Scenes,English             ,130.81,19,1,8.0
734,735,ROBBERS JOON,2006,7,2.99,102,26.99,PG-13,Commentaries,English             ,105.69,31,1,5.0
735,736,ROBBERY BRIGHT,2006,4,0.99,134,21.99,R,Trailers,English             ,39.87,13,1,2.0
736,737,ROCK INSTINCT,2006,4,0.99,102,28.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,48.83,17,1,8.0
737,738,ROCKETEER MOTHER,2006,3,0.99,178,27.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,116.67,33,1,7.0
738,739,ROCKY WAR,2006,4,4.99,145,17.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,107.84,16,1,3.0
739,740,ROLLERCOASTER BRINGING,2006,5,2.99,153,13.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,45.9,10,1,3.0
740,741,ROMAN PUNK,2006,7,0.99,81,28.99,NC-17,Trailers,English             ,29.76,24,1,2.0
741,742,ROOF CHAMPION,2006,7,0.99,101,25.99,R,"Deleted Scenes,Behind the Scenes",English             ,,0,1,5.0
742,743,ROOM ROMAN,2006,7,0.99,60,27.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",English             ,29.8,20,1,2.0
743,744,ROOTS REMEMBER,2006,4,0.99,89,23.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,42.83,17,1,10.0
744,745,ROSES TREASURE,2006,5,4.99,162,23.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,171.72,28,1,5.0
745,746,ROUGE SQUAD,2006,3,0.99,118,10.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,53.82,18,1,4.0
746,747,ROXANNE REBEL,2006,5,0.99,171,9.99,R,"Deleted Scenes,Behind the Scenes",English             ,33.81,19,1,5.0
747,748,RUGRATS SHAKESPEARE,2006,4,0.99,109,16.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,70.7,30,1,6.0
748,749,RULES HUMAN,2006,6,4.99,153,19.99,R,"Deleted Scenes,Behind the Scenes",English             ,101.84,16,1,5.0
749,750,RUN PACIFIC,2006,3,0.99,145,25.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,44.9,10,1,6.0
750,751,RUNAWAY TENENBAUMS,2006,6,0.99,181,17.99,NC-17,Commentaries,English             ,12.92,8,1,3.0
751,752,RUNNER MADIGAN,2006,6,0.99,101,27.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,14.92,8,1,8.0
752,753,RUSH GOODFELLAS,2006,3,0.99,48,20.99,PG,Deleted Scenes,English             ,88.69,31,1,5.0
753,754,RUSHMORE MERMAID,2006,6,2.99,150,17.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,18.94,6,1,7.0
754,755,SABRINA MIDNIGHT,2006,5,4.99,99,11.99,PG,"Trailers,Behind the Scenes",English             ,126.79,21,1,4.0
755,756,SADDLE ANTITRUST,2006,7,2.99,80,10.99,PG-13,"Trailers,Deleted Scenes",English             ,42.86,14,1,3.0
756,757,SAGEBRUSH CLUELESS,2006,4,2.99,106,28.99,G,Trailers,English             ,91.84,16,1,7.0
757,758,SAINTS BRIDE,2006,5,2.99,125,11.99,G,Deleted Scenes,English             ,31.92,8,1,10.0
758,759,SALUTE APOLLO,2006,4,2.99,73,29.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,106.77,23,1,4.0
759,760,SAMURAI LION,2006,5,2.99,110,21.99,G,Commentaries,English             ,108.75,25,1,2.0
760,761,SANTA PARIS,2006,7,2.99,154,23.99,PG,"Commentaries,Behind the Scenes",English             ,33.89,11,1,6.0
761,762,SASSY PACKER,2006,6,0.99,154,29.99,G,"Deleted Scenes,Behind the Scenes",English             ,15.87,13,1,3.0
762,763,SATISFACTION CONFIDENTIAL,2006,3,4.99,75,26.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,129.83,17,1,5.0
763,764,SATURDAY LAMBS,2006,3,4.99,150,28.99,G,"Commentaries,Deleted Scenes",English             ,204.72,28,1,9.0
764,765,SATURN NAME,2006,7,4.99,182,18.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,70.87,13,1,2.0
765,766,SAVANNAH TOWN,2006,5,0.99,84,25.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,28.88,12,1,6.0
766,767,SCALAWAG DUCK,2006,6,4.99,183,13.99,NC-17,"Commentaries,Behind the Scenes",English             ,172.68,32,1,5.0
767,768,SCARFACE BANG,2006,3,4.99,102,11.99,PG-13,"Commentaries,Deleted Scenes",English             ,120.82,18,1,7.0
768,769,SCHOOL JACKET,2006,5,4.99,151,21.99,PG-13,Trailers,English             ,35.94,6,1,8.0
769,770,SCISSORHANDS SLUMS,2006,5,2.99,147,13.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,53.85,15,1,5.0
770,771,SCORPION APOLLO,2006,3,4.99,137,23.99,NC-17,"Commentaries,Deleted Scenes",English             ,168.77,23,1,8.0
771,772,SEA VIRGIN,2006,4,2.99,80,24.99,PG,Deleted Scenes,English             ,97.78,22,1,8.0
772,773,SEABISCUIT PUNK,2006,6,2.99,112,28.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,95.74,26,1,3.0
773,774,SEARCHERS WAIT,2006,3,2.99,182,22.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,75.86,14,1,4.0
774,775,SEATTLE EXPECATIONS,2006,4,4.99,110,18.99,PG-13,Trailers,English             ,163.75,24,1,6.0
775,776,SECRET GROUNDHOG,2006,6,4.99,90,11.99,PG,"Commentaries,Deleted Scenes",English             ,116.79,21,1,3.0
776,777,SECRETARY ROUGE,2006,5,4.99,158,10.99,PG,"Commentaries,Behind the Scenes",English             ,112.82,18,1,6.0
777,778,SECRETS PARADISE,2006,3,4.99,109,24.99,G,"Trailers,Commentaries",English             ,152.8,20,1,6.0
778,779,SENSE GREEK,2006,4,4.99,54,23.99,R,"Deleted Scenes,Behind the Scenes",English             ,47.93,7,1,7.0
779,780,SENSIBILITY REAR,2006,7,4.99,98,15.99,PG,Behind the Scenes,English             ,52.9,10,1,6.0
780,781,SEVEN SWARM,2006,4,4.99,127,15.99,R,Deleted Scenes,English             ,30.95,5,1,7.0
781,782,SHAKESPEARE SADDLE,2006,6,2.99,60,26.99,PG-13,"Commentaries,Behind the Scenes",English             ,82.78,22,1,6.0
782,783,SHANE DARKNESS,2006,5,2.99,93,22.99,PG,"Commentaries,Deleted Scenes",English             ,55.86,14,1,3.0
783,784,SHANGHAI TYCOON,2006,7,2.99,47,20.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,43.86,14,1,8.0
784,785,SHAWSHANK BUBBLE,2006,6,4.99,80,20.99,PG,"Commentaries,Deleted Scenes",English             ,109.81,19,1,10.0
785,786,SHEPHERD MIDSUMMER,2006,7,0.99,113,14.99,R,Deleted Scenes,English             ,32.75,25,1,5.0
786,787,SHINING ROSES,2006,4,0.99,125,12.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,22.92,8,1,5.0
787,788,SHIP WONDERLAND,2006,5,2.99,104,15.99,R,Commentaries,English             ,47.85,15,1,8.0
788,789,SHOCK CABIN,2006,7,2.99,79,15.99,PG-13,"Trailers,Commentaries,Behind the Scenes",English             ,99.7,30,1,1.0
789,790,SHOOTIST SUPERFLY,2006,6,0.99,67,22.99,PG-13,Trailers,English             ,37.76,24,1,3.0
790,791,SHOW LORD,2006,3,4.99,167,24.99,PG-13,Deleted Scenes,English             ,170.75,25,1,2.0
791,792,SHREK LICENSE,2006,7,2.99,154,15.99,PG-13,Commentaries,English             ,46.85,15,1,3.0
792,793,SHRUNK DIVINE,2006,6,2.99,139,14.99,R,"Trailers,Deleted Scenes,Behind the Scenes",English             ,52.86,14,1,4.0
793,794,SIDE ARK,2006,5,0.99,52,28.99,G,"Deleted Scenes,Behind the Scenes",English             ,29.88,12,1,6.0
794,795,SIEGE MADRE,2006,7,0.99,111,23.99,R,"Trailers,Deleted Scenes",English             ,17.85,15,1,7.0
795,796,SIERRA DIVIDE,2006,3,0.99,135,12.99,NC-17,"Commentaries,Deleted Scenes",English             ,57.85,15,1,5.0
796,797,SILENCE KANE,2006,7,0.99,67,23.99,R,"Trailers,Deleted Scenes,Behind the Scenes",English             ,16.84,16,1,4.0
797,798,SILVERADO GOLDFINGER,2006,4,4.99,74,11.99,PG,"Trailers,Commentaries",English             ,91.88,12,1,5.0
798,799,SIMON NORTH,2006,3,0.99,51,26.99,NC-17,"Trailers,Commentaries",English             ,18.94,6,1,3.0
799,800,SINNERS ATLANTIS,2006,7,2.99,126,19.99,PG-13,"Trailers,Commentaries,Deleted Scenes",English             ,73.78,22,1,4.0
800,801,SISTER FREDDY,2006,5,4.99,152,19.99,PG-13,"Trailers,Behind the Scenes",English             ,,0,1,3.0
801,802,SKY MIRACLE,2006,7,2.99,132,15.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,,0,1,12.0
802,803,SLACKER LIAISONS,2006,7,4.99,179,29.99,R,"Trailers,Commentaries,Behind the Scenes",English             ,91.83,17,1,
803,804,SLEEPING SUSPECTS,2006,7,4.99,129,13.99,PG-13,"Trailers,Commentaries",English             ,131.76,24,1,4.0
804,805,SLEEPLESS MONSOON,2006,5,4.99,64,12.99,G,"Trailers,Deleted Scenes,Behind the Scenes",English             ,121.8,20,1,4.0
805,806,SLEEPY JAPANESE,2006,4,2.99,137,25.99,PG,"Trailers,Commentaries,Deleted Scenes",English             ,92.8,21,1,6.0
806,807,SLEUTH ORIENT,2006,4,0.99,87,25.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,53.79,21,1,7.0
807,808,SLING LUKE,2006,5,0.99,84,10.99,R,Behind the Scenes,English             ,14.94,6,1,3.0
808,809,SLIPPER FIDELITY,2006,5,0.99,156,14.99,PG-13,"Trailers,Deleted Scenes",English             ,30.84,16,1,7.0
809,810,SLUMS DUCK,2006,5,0.99,147,21.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,55.76,24,1,3.0
810,811,SMILE EARRING,2006,4,2.99,60,29.99,G,"Commentaries,Behind the Scenes",English             ,58.9,10,1,8.0
811,812,SMOKING BARBARELLA,2006,7,0.99,50,13.99,PG-13,Behind the Scenes,English             ,18.83,18,1,6.0
812,813,SMOOCHY CONTROL,2006,7,0.99,184,18.99,R,Behind the Scenes,English             ,14.88,12,1,2.0
813,814,SNATCH SLIPPER,2006,6,4.99,110,15.99,PG,Commentaries,English             ,127.78,22,1,3.0
814,815,SNATCHERS MONTEZUMA,2006,4,2.99,74,14.99,PG-13,Commentaries,English             ,37.91,9,1,9.0
815,816,SNOWMAN ROLLERCOASTER,2006,3,0.99,62,27.99,G,Trailers,English             ,72.77,23,1,3.0
816,817,SOLDIERS EVOLUTION,2006,7,4.99,185,27.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,41.92,8,1,9.0
817,818,SOMETHING DUCK,2006,4,4.99,180,17.99,NC-17,"Commentaries,Behind the Scenes",English             ,127.81,19,1,3.0
818,819,SONG HEDWIG,2006,3,0.99,165,29.99,PG-13,"Trailers,Deleted Scenes",English             ,34.89,11,1,5.0
819,820,SONS INTERVIEW,2006,3,2.99,184,11.99,NC-17,"Commentaries,Behind the Scenes",English             ,79.84,15,1,6.0
820,821,SORORITY QUEEN,2006,6,0.99,184,17.99,NC-17,"Trailers,Deleted Scenes",English             ,19.88,12,1,4.0
821,822,SOUP WISDOM,2006,6,0.99,169,12.99,R,Behind the Scenes,English             ,12.92,8,1,2.0
822,823,SOUTH WAIT,2006,4,2.99,143,21.99,R,"Commentaries,Behind the Scenes",English             ,107.78,22,1,2.0
823,824,SPARTACUS CHEAPER,2006,4,4.99,52,19.99,NC-17,"Deleted Scenes,Behind the Scenes",English             ,60.91,9,1,3.0
824,825,SPEAKEASY DATE,2006,6,2.99,165,22.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,45.88,12,1,3.0
825,826,SPEED SUIT,2006,7,4.99,124,19.99,PG-13,"Commentaries,Behind the Scenes",English             ,49.91,9,1,6.0
826,827,SPICE SORORITY,2006,5,4.99,141,22.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,115.8,20,1,11.0
827,828,SPIKING ELEMENT,2006,7,2.99,79,12.99,G,"Trailers,Deleted Scenes,Behind the Scenes",English             ,41.87,13,1,6.0
828,829,SPINAL ROCKY,2006,7,2.99,138,12.99,PG-13,"Commentaries,Deleted Scenes",English             ,39.87,13,1,8.0
829,830,SPIRIT FLINTSTONES,2006,7,0.99,149,23.99,R,"Commentaries,Deleted Scenes",English             ,15.85,15,1,11.0
830,831,SPIRITED CASUALTIES,2006,5,0.99,138,20.99,PG-13,"Commentaries,Behind the Scenes",English             ,19.89,11,1,5.0
831,832,SPLASH GUMP,2006,5,0.99,175,16.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,33.86,14,1,10.0
832,833,SPLENDOR PATTON,2006,5,0.99,134,20.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,40.79,21,1,10.0
833,834,SPOILERS HELLFIGHTERS,2006,4,0.99,151,26.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,20.9,10,1,7.0
834,835,SPY MILE,2006,6,2.99,112,13.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",English             ,94.73,27,1,8.0
835,836,SQUAD FISH,2006,3,2.99,136,14.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",English             ,27.93,7,1,5.0
836,837,STAGE WORLD,2006,4,2.99,85,19.99,PG,"Commentaries,Behind the Scenes",English             ,46.9,10,1,2.0
837,838,STAGECOACH ARMAGEDDON,2006,5,4.99,112,25.99,R,"Trailers,Deleted Scenes",English             ,154.74,26,1,6.0
838,839,STALLION SUNDANCE,2006,5,0.99,130,23.99,PG-13,"Deleted Scenes,Behind the Scenes",English             ,8.93,7,1,7.0
